repository,language,community,continuous_integration,documentation,history,management,license,unit_test,pull,dependency,releases,size,weight-based score,Engineered Project
laravot/gerrit-helper,Python,1,0,0,19,0,1,0,0.75,0,0,1400,25,project
dcos/dcos-cli,Go,12,1,0.115848709,25.55223881,3.626865672,1,0,0,0.046511628,1,488002,65,project
bizreach/common-ml,Jupyter Notebook,2,0,0.440789474,3.114285714,0,1,0,1,0,1,3230,35,project
d3/d3,JavaScript,2,0,0,35.94117647,0.042016807,1,0,0.997706422,0.333333333,1,5304,40,project
titan-web/rate-limit,Python,2,0,0.12244898,0.235294118,0.058823529,1,0,1,0,0,172,20,project
uwnrg/minotaur-cpp,C++,5,1,0.143136422,7.138888889,2.75,1,0.018091891,0.995633188,1,0,20162,80,project
rstudio/sparklyr,R,3,1,0.105274597,132.3773585,8.754716981,1,0,0.997920998,0.048543689,0,131734,50,project
grafana-druid-plugin/druidplugin,TypeScript,10,0,0.055088702,4.285714286,2.035714286,1,0,0.786666667,0.011192214,0,18216,60,project
mehmandarov/pi-tools,Shell,1,0,0.135245902,9,0,1,0,1,0,0,422,35,project
Landoop/stream-reactor,Scala,12,0,0.251115895,20.72727273,5.890909091,1,0,0.993006993,0.156378601,1,94626,70,project
cyborg5/IRLib2,C++,1,0,0.304783679,1.166666667,2.305555556,1,0,0.578947368,0,0,7906,20,project
DaveSenn/Stomp.Net,C#,2,1,0.076889,3.592592593,0.333333333,1,0,1,1,0,66680,50,project
fpco/pid1,Haskell,2,1,0.342356688,1.304347826,0.173913043,1,0,0.8,0.294117647,0,826,30,project
BlackLabs/play-morphia,Java,1,0,0.097960133,3.060606061,1.575757576,1,0.203617502,0.893617021,0.152173913,1,23260,60,project
ratiw/vuetable-2,Vue,3,0,0.058155277,17.95,28.15,1,0,0.757225434,0.030288689,1,32002,40,project
akka/alpakka,Scala,32,1,0.159049801,45.78846154,18.01923077,1,0,0,0.615384615,0,181324,65,project
GoogleCloudPlatform/cloud-dataproc,Jupyter Notebook,11,0,0.515197762,3.777777778,0.977777778,1,0,1,0,0,7624,60,project
salesforce/python-argusclient,Python,5,0,0.262244265,0.608695652,0.086956522,1,0.375238095,0.958333333,0,0,4760,50,project
Merck/Halyard,Java,1,1,0.17724681,12.80555556,1.638888889,1,0.342917914,1,0,1,30302,50,project
apache/cordova-serve,JavaScript,7,0,0.060342908,1.360655738,0.049180328,1,0,0.984848485,0.01025641,1,8440,40,project
finalist/liferay-oidc-plugin,Java,1,1,0.103208556,2.25,1.194444444,1,0.031434185,0.8,0,1,3354,30,project
thingsboard/thingsboard,Java,10,0,0.136701251,99.02222222,21.57777778,1,0.168860213,0.975830816,0.414666667,1,473288,80,project
playframework/play-ws,Scala,11,1,0.23881549,12.4,2.866666667,1,0,0.99330656,0,1,16708,60,project
kubevirt/kubevirt,Go,24,1,0.119674291,159.1428571,4.244897959,1,0,0,0.738271605,0,2558142,65,project
open-falcon/falcon-plus,Go,22,1,0.123133366,11.47826087,6.445652174,1,0,0.978,0.125874126,1,611860,70,project
pytorch/pytorch,C++,189,0,0.128711501,288.631068,0,1,0.124838663,0,0.866180049,0,2391436,70,project
apache/commons-numbers,Java,4,1,0.392677313,24.37209302,1.88372093,1,0.565453323,0.966101695,0,0,50658,50,project
apollographql/apollo-client,TypeScript,19,0,0.019227387,154.9259259,10,1,0,0,0.555892584,1,323398,55,project
thien/blueface,CSS,4,0,0.012804097,0.666666667,0.074074074,1,0,1,0,0,1542,10,project
apache/incubator-gobblin,Java,31,1,0.279118161,70.46835443,1.126582278,1,0.301363732,0,0.075268817,1,521026,75,project
linkedin/iris,Python,7,0,0.10450362,18.57142857,1.785714286,1,0.298379193,0.99501992,0,0,72974,70,project
cozy/cozy-stack,Go,5,0,0.036023363,166.8979592,2.489795918,1,0,0,0.764705882,1,378276,55,project
terraform-providers/terraform-provider-aws,Go,81,0,0.296718198,321.88,0,1,0,0,0.128676471,1,4474660,60,project
YahooArchive/samoa,Java,6,1,0.349872744,17.44444444,4.888888889,1,0.06489743,0.993548387,1,0,55686,80,project
hortonworks/cloudbreak-deployer,Shell,4,0,0.057238432,125.8,0.984615385,1,0,1,0.916666667,0,10146,40,project
zackchase/mxnet-the-straight-dope,Jupyter Notebook,16,0,0.777702194,52.78571429,7.142857143,1,0,0.992784993,0.25,1,18300,70,project
r-lib/testthat,R,4,1,0.156063943,14.73484848,5.893939394,1,0,0.99852071,0.857142857,0,41390,50,project
apache/guacamole-client,Java,4,0,0.507717155,45.71900826,4.661157025,1,0.022299397,0.951724138,0.244680851,1,145698,60,project
awslabs/amazon-sagemaker-examples,Jupyter Notebook,79,0,0.611587053,43.05882353,17.64705882,1,0,0.96182266,0,0,197132,60,project
RocketChat/docs,Ruby,45,0,0.000384297,61.84745763,6.966101695,1,0,0,0,0,67630,45,project
awslabs/mxnet-model-server,Java,12,0,0.1477763,35.45454545,10.90909091,1,0.162139747,0.991743119,0.024054983,0,62814,80,project
keras-team/keras,Python,109,1,0.138641577,86.27419355,0,1,0.067217543,0,0.75,0,44310,70,project
isomorphic-git/isomorphic-git,JavaScript,1,0,0.066826004,25.35135135,10.37837838,1,0,0.968727273,0.522016398,0,156176,40,project
kubeflow/examples,Jsonnet,26,0,0.091682831,14.43333333,12,1,0,0.995006242,0,1,371816,60,project
chris-belcher/electrum-personal-server,Python,2,0,0.102766798,8.322580645,5.774193548,1,0.174718196,0.971830986,0,0,10442,50,project
mapr/KubernetesDataFabric,Go,2,0,0.116473435,3,0.6,1,0,1,0,0,8001494,20,project
apache/freemarker,Java,2,1,0.19725804,18.10483871,0.508064516,1,0.299702776,0.990384615,0,0,322858,50,project
emberjs/data,JavaScript,35,0,0.163143115,68.36538462,1.663461538,1,0,0,0.684210526,0,379056,65,project
xetorthio/jedis,Java,22,1,0.127480443,13.42622951,1.336065574,1,0.351732337,0.944666667,0,0,73166,70,project
robbyrussell/oh-my-zsh,Shell,783,0,0.126490023,43.81060606,1.628787879,1,0,0,0,0,53934,55,project
Yelp/mrjob,Python,3,1,0.232470023,72.78813559,1.728813559,1,0.197943669,0.999409333,0.222222222,0,100878,60,project
numpy/numpy,C,35,1,0.313825859,107.2633929,0,1,0.044423978,0,0.803278689,1,722798,70,project
couchrest/couchrest_model,Ruby,8,1,0.092761444,8.013513514,0.858108108,1,0.68011308,0.926666667,0,1,19502,70,project
twitter/commons,Java,18,1,0.298574607,13.264,2.696,1,0.361811821,1,0,0,142510,70,project
tinymce/tinymce,TypeScript,16,1,0.079784137,141.1823529,5.341176471,1,0,0.948220065,0.696132597,0,543612,70,project
stephenmcd/mezzanine,Python,10,0,0.212200647,42.89344262,8.352459016,1,0.178437827,0.987915408,0,1,221192,70,project
facebookarchive/instagram-ruby-gem,Ruby,19,1,0.204278397,2.662650602,1.493975904,1,0.621826281,0.85326087,0,1,5282,50,project
xissburg/XBImageFilters,Objective-C,1,0,0.117100793,4.84375,0.46875,1,0,1,0,1,7796,40,project
niklasvh/html2canvas,TypeScript,2,0,0.004994768,9.037037037,6.12962963,1,0,0.918793503,0.618005199,1,100800,40,project
got5/tapestry5-jquery,HTML,4,1,0.174827631,16.76,2.76,1,0,0.990740741,0,1,216144,40,project
NancyFx/Nancy,C#,17,1,0.228848928,41.80152672,1.496183206,1,0.426309989,0,0.5,0,160384,75,project
ocaml-batteries-team/batteries-included,OCaml,14,1,0.306778146,24.18243243,3.148648649,1,0,0.987399771,0.166666667,1,79098,70,project
Dav1dde/BraLa,D,1,0,0.053930811,38.95833333,0.625,1,0,1,0,0,43154,30,project
github/linguist,Ruby,132,0,0,55.09009009,0.207207207,1,0,0,0,1,0,45,project
Toblerity/Fiona,Python,4,1,0.201744576,7.091503268,3.836601307,1,0.041021228,0.979073244,0.910714286,1,28552,60,project
maxlapshin/mysql2postgres,Ruby,10,1,0.022771633,1.885714286,0.507142857,1,0.20795107,0.963636364,0.888888889,0,3004,50,project
cmullaparthi/ibrowse,Erlang,12,1,0.126014689,1.8625,0.6125,1,0,0.957264957,0,1,13566,40,project
cucumber/cucumber-rails,Ruby,21,1,0.032575758,10.10852713,1.937984496,1,0.102739726,0.997555012,0.304347826,0,5108,70,project
codito/gnome-pomodoro,Vala,1,0,0.170333106,9.625,3.491071429,1,0,0.975609756,0,0,58382,40,project
apache/mahout,Java,11,1,0.261426263,29.64666667,2.686666667,1,0.245854774,0.986984816,0.090909091,1,329946,80,project
codebutler/farebot,Java,4,1,0.30620977,2.457142857,1.104761905,1,0,0.965217391,0.931034483,0,37294,30,project
ocpsoft/prettytime,Java,19,0,0.116961588,2.973451327,0.849557522,1,0.505876438,0.994413408,0,0,32736,50,project
hamaxx/unity-2d-for-xmonad,C++,1,0,0.265523781,1.25,0.295454545,1,0.055395727,1,0,0,59638,30,project
msgpack/msgpack-c,NULL,12,0,0,18.47407407,2.8,1,0,0.997979798,0,0,708,50,project
lausser/check_nwc_health,Perl,1,0,0.082510694,8.855932203,1.440677966,1,0,0.803030303,0,1,44612,40,project
zotonic/zotonic,Erlang,3,1,0.200046251,57.25581395,1.759689922,1,0,0.994758299,0.033333333,1,525800,50,project
velvia/ScalaStorm,Scala,5,1,0.216666667,2.06779661,0.13559322,1,0,0.96875,0,0,1504,40,project
belaban/JGroups,Java,2,1,0.106287834,94.24630542,2.517241379,1,0.322635637,0.998871332,0,1,248620,50,project
lordofthejars/nosql-unit,Java,1,1,0.03874269,5.2,1.729411765,1,0.468659367,0.951923077,0,0,92050,40,project
skyscreamer/nevado,Java,2,0,0.115585774,12,2.1875,1,0.378604302,0.855072464,0,1,23674,50,project
Qi4j/qi4j-sdk,Java,8,0,0.322696242,40.03378378,0.148648649,1,0.288250761,0.971428571,0.055555556,0,374232,80,project
mvel/mvel,Java,2,0,0.210382749,18.76829268,0.62195122,1,0.145470511,0.99137931,0,1,110000,50,project
iamcal/php-emoji,PHP,1,1,0.004017577,1.319587629,0.237113402,1,0.009425959,0.76,0,1,47598,20,project
kepbod/ivim,Vim script,1,0,0,4.234042553,0.35106383,1,0,1,0,0,544,30,project
bgrins/spectrum,JavaScript,1,1,0.161058955,6.570093458,3.710280374,1,0,0.78,0.714285714,0,73456,50,project
joshua-decoder/joshua,NULL,7,0,0,39.76086957,1.260869565,0,0,1,0,1,0,50,project
django-fluent/django-fluent-contents,Python,1,1,0.244499044,9.102040816,0.683673469,1,0.090236491,0.950819672,0.230769231,0,27674,60,project
gregmuellegger/django-autofixture,Python,3,1,0.141668833,3.942528736,0.632183908,1,0.107651913,0.927083333,0,0,6604,50,project
apache/karaf,Java,8,0,0.222337093,54.25490196,0.071895425,1,0.165137983,0.987385321,0,0,350530,70,project
tagomoris/fluent-plugin-flowcounter,Ruby,1,1,0.001169591,1.514285714,0.114285714,1,0.73541384,1,0.25,1,1708,30,project
ftlabs/ftcolumnflow,JavaScript,2,1,0.074981065,2.542857143,0.8,1,0,0.955555556,0.777777778,1,7328,30,project
1stvamp/hippybot,Python,2,0,0.161939616,1.347368421,0.178947368,1,0,1,0,0,1832,20,project
deceze/Sphinx-HTTP-domain,Python,3,0,0.198857143,0.894736842,0.184210526,1,0,1,0,0,1402,20,project
egrim/java-bloomier-filter,Java,2,0,0.113062569,0.489361702,0,1,0.195,1,0,0,1616,25,project
asaini/Apriori,Python,3,1,0.062678063,0.435294118,0.2,1,0.632107023,0.666666667,0,0,658,20,project
jankotek/mapdb,Java,1,1,0.194088162,22.89473684,9.063157895,1,0.273959289,0.97826087,0.428571429,0,43732,60,project
aws/aws-sdk-java,Java,5,1,0.234776438,21.096,0.824,1,0,0.972677596,0.623862715,1,38965998,70,project
Atmosphere/wasync,Java,1,1,0.268582541,6.459770115,1.402298851,1,0.492797695,0.97260274,0,1,13540,50,project
dmitryme/erlang_localtime,Erlang,3,0,0.109786388,0.92,0.186666667,1,0,0.870967742,0,0,3584,20,project
apache/cordova-wp8,C#,6,1,0.129505087,11.30097087,0,1,0,1,0.037037037,1,40384,65,project
plataformatec/faraday-http-cache,Ruby,7,1,0.187990762,4.142857143,0.540816327,1,0.536406146,1,0.166666667,0,3516,80,project
apache/isis,Java,4,0,0.190553786,74.30569948,0.922279793,1,0.144584304,1,0.128971963,0,1300466,60,project
cketti/ckChangeLog,Java,1,0,0.273905997,0.855421687,0.373493976,1,0,0.972222222,0.777777778,0,1792,30,project
SeleniumHQ/selenium,Java,20,1,0.271715027,134.3157895,1.615789474,1,0.399115561,0.902362205,0.512220996,0,1573818,80,project
ForbesLindesay/simple-queue-service,JavaScript,2,0,0.13215859,0.764705882,0.058823529,1,0,0.666666667,0.166666667,1,788,30,project
cangencer/salesforce-oauth2,JavaScript,1,1,0.116580311,0.520547945,0.04109589,1,0,0.888888889,0.166666667,0,682,30,project
scalanlp/nak,Scala,3,1,0.254027665,6.566666667,1,1,0,0.916666667,0,0,18336,40,project
vtjnash/Polynomial.jl,Julia,3,1,0.016393443,1.75,1.05,1,0,1,0,0,1080,10,project
br101/horst,C,1,0,0.196373589,6.889655172,0.489655172,1,0,1,0,1,9396,40,project
inkling/Subliminal,Objective-C,5,1,0.286987411,36.35714286,7.142857143,1,0,0.957928803,1,0,45764,70,project
MrMufflon/Leaflet.Elevation,JavaScript,4,0,0.006147468,1.075949367,0.721518987,1,0,0.756097561,0.3,0,55614,20,project
apache/cordova-plugin-splashscreen,Java,26,1,0.067393175,4.340909091,1,1,0,0.946043165,0.010204082,0,6504,70,project
apache/cordova-plugin-media-capture,JavaScript,23,1,0.16664014,3.640449438,0.685393258,1,0,0.872222222,0.007246377,0,10472,70,project
apache/cordova-plugin-device,JavaScript,27,1,0.10054678,3.404494382,0.280898876,1,0,0.95483871,0.007385524,0,5922,70,project
gocardless/hutch,Ruby,11,1,0.043593449,10.2,1.488888889,1,0.456506365,1,0.857142857,0,7942,70,project
jboss-developer/jboss-eap-quickstarts,Java,17,0,0.281408021,19.72641509,1.339622642,1,0.183041302,0,0,1,248972,65,project
spring-projects/spring-net,C#,4,1,0.215950715,12.68794326,0.588652482,1,0.337053318,0.983870968,0,1,1155858,50,project
nielsbasjes/kafka-rpm,Makefile,4,0,0.10738255,0.692307692,0,1,0,1,0,0,266,15,project
ocaml/opam-repository,Shell,63,1,0.369139988,393.1881188,9.643564356,1,0,0,1,0,38702,65,project
filosganga/play-predictionio,Scala,1,1,0.138349515,3.666666667,0.333333333,1,0,1,0,0,1420,40,project
DiUS/pact-jvm,Groovy,4,1,0.067051835,41.30487805,11.02439024,1,0,1,0,0,160510,30,project
librenms/librenms,PHP,47,1,0.022027188,110.8571429,0.037267081,1,0.039528356,0,0.124453544,1,5070746,65,project
getredash/redash,JavaScript,12,0,0.027438843,87.06097561,4.719512195,1,0,0,0.201151395,0,229398,55,project
raulghm/Font-Awesome-Stylus,CSS,2,0,0.008352609,1.80952381,0.476190476,1,0,1,0.1875,0,15434,20,project
Posnet/xkcd-substitutions,JavaScript,6,0,0.023668639,2.357142857,0.821428571,1,0,0.882352941,0.5,0,1980,40,project
bigdatagenomics/adam,Scala,9,1,0.292826164,21.98863636,0.920454545,1,0,0.994068802,0,0,99464,60,project
javaee-samples/javaee7-samples,Java,6,1,0.392604231,18.95061728,2.111111111,1,0.376713627,0.97740113,0,0,109788,70,project
EchoTeam/ocaml-erlang-port,OCaml,3,0,0.082167832,1.024390244,0.048780488,1,0,0.9375,0,0,2100,20,project
kriserickson/topcoat-touch,JavaScript,1,1,0.289999721,3.127659574,0.085106383,1,0,1,0.012861736,0,50934,50,project
oetiker/znapzend,Perl,4,0,0.27201889,15.96341463,3.134146341,1,0,0.987903226,0,0,12332,40,project
AgileVentures/WebsiteOne,Ruby,15,0,0.011842246,63.98701299,19.25974026,1,0.330519575,0,0.058470581,0,1000320,65,project
eclipse/smarthome,Java,20,1,0.243625339,68.82666667,6.266666667,1,0.212406187,0,0.320754717,1,646186,75,project
amplab-extras/SparkR-pkg,R,8,1,0.021695505,22.96969697,6.181818182,1,0,0.997409326,0,0,211574,50,project
idkazuma/trialcanvasjs,JavaScript,2,0,0.09039548,0.375,0,1,0,1,0,0,11914,15,project
roaet/wafflehaus.neutron,Python,5,1,0.136744186,2.022222222,0.088888889,1,0.647641235,1,0,0,3712,50,project
HPI-Information-Systems/Metanome,Java,5,1,0.328491059,34.67532468,3.25974026,1,0.369212963,0.990625,0,1,66842,70,project
theforeman/staypuft,Ruby,6,0,0.042620449,63.85714286,0.19047619,1,0.006350392,0.998793727,0,0,17566,60,project
vulcand/vulcand,Go,7,1,0.123909746,9.25,2.460526316,1,0,1,0.666666667,1,36964,70,project
GitbookIO/gitbook,JavaScript,2,1,0.193271669,42.44642857,6.732142857,1,0,0.89678511,0.016666667,1,21630,50,project
open-keychain/open-keychain,Java,5,1,0.098323716,57.472,2.456,1,0.105366432,0.991863303,0.825396825,0,322526,80,project
vmware/pyvmomi-community-samples,Python,28,1,0.239495024,6.123076923,6.461538462,1,0.010170322,0.922666667,0.5,0,16506,80,project
apache/cordova-lib,JavaScript,26,1,0.167145469,34.00970874,0.495145631,1,0,0.99270073,0.289444444,0,31890,70,project
rasbt/One-Python-benchmark-per-day,HTML,1,0,0.140997254,15.5,0.1,1,0,1,0,0,155184,40,project
facebookarchive/three20,Objective-C,6,0,0,28.22222222,5.53968254,1,0,0.997830803,0,0,38,50,project
openhab/openhab2-addons,Java,67,1,0.21977466,70.44,6.84,1,0.072507904,0,0,1,1659480,65,project
uwolfer/gerrit-rest-java-client,Java,1,1,0.311463687,6.977011494,0.367816092,1,0.29296957,0.985714286,0.135135135,1,30812,60,project
WillBrubaker/awesome-surveys,PHP,1,0,0.242879053,17.5,1.208333333,1,0,1,0,1,13822,40,project
sanemat/generator-hubot-script-gulp,JavaScript,2,1,0.040498442,8.375,0.4375,1,0,0.74137931,0.914893617,0,1232,40,project
datastax/spark-cassandra-connector,Scala,7,1,0.104806848,41.54054054,11.71621622,1,0,0.988142292,0.833333333,0,81570,70,project
arnaudroger/SimpleFlatMapper,Java,1,1,0.044315459,48.97101449,9.550724638,1,0.361915403,0.960784314,0.2,0,200214,50,project
cginternals/gloperate,C++,9,0,0.223473146,42.81818182,2.781818182,1,0.444123928,0.984,0,0,251340,70,project
filerjs/filer,JavaScript,9,1,0.062502934,10.01111111,4.6,1,0,0.966159052,0.000331126,0,79886,50,project
cubing/ksolve,JavaScript,2,0,0.112737083,0.357142857,0.053571429,1,0,0.8,0,0,21706,20,project
Ecwid/consul-api,Java,4,1,0.060335332,4.432835821,2.119402985,1,0.058588915,0.957264957,0.076923077,0,15356,50,project
d9pouces/django-floor,Python,2,1,0.12950559,8.478873239,0.281690141,1,0.079801298,1,0.25,0,144516,60,project
jenkinsci/config-autorefresh-plugin,Java,3,0,0.316326531,0.230769231,0.051282051,1,0,0.666666667,0,0,804,20,project
bloomberg/chef-bach,Ruby,19,1,0.14396257,50.76470588,4.970588235,1,0.068447591,0.998342541,0.333333333,1,66598,80,project
swagger-api/swagger-core,Java,12,0,0.089372705,35.33027523,4.706422018,1,0.325197876,0.956218905,0.1125,0,127486,80,project
swagger-api/swagger-ui,JavaScript,22,0,0.026406649,40.85321101,4.908256881,1,0,0,0.919914449,1,142684,55,project
nidhugg/nidhugg,C,2,1,0.04824676,9.328767123,0.328767123,1,0.986210996,0.992907801,0.9375,0,917966,50,project
simpligility/android-maven-plugin,Java,17,1,0.26319704,20.51492537,2.149253731,1,0.072710104,0.99787234,0,0,152558,70,project
zhangao0086/DKCarouselView,Objective-C,2,0,0.273257509,2.485714286,0.142857143,1,0.004450691,0.979591837,0,1,9968,20,project
databricks/spark-avro,Scala,14,1,0.157529931,3.612244898,3.408163265,1,0,0.922155689,0.882352941,1,5348,70,project
apache/drill,Java,38,0,0.199474461,40.46875,0.614583333,1,0.290929751,0.855745721,0.00590297,1,1618296,80,project
toumorokoshi/uranium,Python,2,1,0.282652044,5.234375,0.5,1,0.035621199,1,0,0,5756,50,project
GoogleCloudPlatform/DataflowJavaSDK,NULL,20,0,0,54.23255814,4.186046512,1,0,0.996539792,0,0,68,50,project
phpredis/phpredis,C,5,1,0.125325675,19.35658915,0.658914729,1,0,0.985491071,0.357142857,0,59086,70,project
prometheus/docs,HTML,77,0,0.017130029,30.72058824,4.029411765,1,0,0,0,0,56918,45,project
gpbl/react-day-picker,JavaScript,2,0,0.093099978,39.46875,9.265625,1,0,0.991566265,0.625,0,97314,50,project
RiotGamesMinions/nexus_cli,Ruby,3,1,0.110770175,9.0625,0.833333333,1,0.174358974,0.9375,0,1,5796,50,project
roman/clocker.el,Emacs Lisp,1,0,0.136253041,0.979591837,0.12244898,1,0,1,0,0,710,20,project
jbeyerstedt/kirby-plugin-kirbytextRaw,PHP,4,0,0.230769231,0.568627451,0.098039216,1,0,1,1,1,80,30,project
winstonjs/winston,JavaScript,81,1,0.093671893,11.68965517,10.17241379,1,0,0.97254902,0.007177814,0,31910,70,project
hawkular/hawkular-metrics,Java,6,1,0.187199127,50.578125,15.15625,1,0.220691266,1,0,0,83408,70,project
reset/ridley-connectors,Ruby,3,1,0.223465211,6.391304348,0.47826087,1,0.511494253,1,0.333333333,1,5692,60,project
StephenBlackWasAlreadyTaken/xDrip,Java,2,0,0.087621055,27.375,27.125,1,0,0.932692308,0.714285714,0,27698,50,project
apache/vxquery,Java,5,0,0.245455554,10.50909091,1.636363636,1,0.030940569,0.956896552,0,1,149682,70,project
funcool/catacumba,Clojure,2,1,0.132390746,15.03773585,0.811320755,1,0,1,0,0,12150,40,project
gemfire/node-gemfire,JavaScript,7,1,0.016221813,11.05769231,0.115384615,1,0,0.857142857,0.166666667,1,17102,60,project
ottogroup/schedoscope,Scala,6,1,0.17468078,42.94339623,0.509433962,1,0,0.990936556,0,0,133020,60,project
revelc/formatter-maven-plugin,Java,3,0,0.193643755,7.096774194,1.25,1,0.244509517,0.995515695,0,1,10910,50,project
juxt/aero,Clojure,6,0,0.035833333,3.1,0.683333333,1,0,0.969072165,0.5,0,2314,60,project
radish-bdd/radish,Python,2,0,0.285755941,16.37096774,2.048387097,1,0.169146227,0.99795082,0.285714286,0,19596,60,project
cruftex/jsr107-test-zoo,Awk,2,0,0.066666667,2.388888889,0.5,1,0,1,0,0,2128,10,project
bnjjj/node-request-digest,JavaScript,3,1,0.095052083,1.85,0.25,1,0,1,0.5,0,1390,30,project
JAVEO/clustered-chat,HTML,3,1,0.008661417,3.833333333,0.166666667,1,0,0.857142857,0,0,2518,30,project
infinispan/infinispan-spark,Scala,1,1,0.059956456,3.269230769,0,1,0,1,1,1,11226,35,project
kingcons/cl-6502,Common Lisp,1,1,0.015503876,7.711111111,0.044444444,1,0,1,0,0,4064,30,project
rust-lang/libc,Rust,77,0,0.031024315,59.05970149,6.23880597,1,0,0,0.35483871,1,155102,55,project
google/turbinia,Python,5,1,0.333539137,8.152542373,3.627118644,1,0.232306928,0.992826399,0,0,19430,70,project
bloomberg/bqplot,TypeScript,10,1,0.354046057,45.88405797,6.855072464,1,0,0.978038067,0,1,70294,60,project
ist-dresden/composum,JavaScript,2,1,0.110177722,24.98305085,1.06779661,1,0,0.989090909,0.631067961,1,1196528,50,project
jeffjianzhao/xpack,JavaScript,3,0,0.142342342,0.298245614,0.01754386,1,0,1,0,0,952,20,project
eliwan/tapestry5-high,JavaScript,2,0,0.195970101,0.512195122,0.048780488,1,0,1,0,0,89064,20,project
helm/charts,Go,1202,0,0.116167068,229,2.172413793,1,0,0,1,0,599366,65,project
spotify/apollo,Java,16,0,0.28504947,11.0877193,0.894736842,1,0.468222546,0.997946612,0.076923077,1,36564,80,project
Ascarbek/suggestbox,JavaScript,1,0,0.064033742,3.4,0.733333333,1,0,1,0.052631579,0,4882,40,project
ottogroup/flink-spector,Java,3,1,0.410645048,6.87804878,1.12195122,1,0.054528061,0.978021978,0,0,13376,50,project
zalando/intellij-swagger,Java,2,1,0.007690737,7.145833333,4.083333333,1,0.162464986,0.995515695,0.009090909,0,58320,50,project
dgraph-io/dgraph,Go,21,1,0.07820809,80.1,0,1,0,0,0.165898618,0,468368,60,project
lrascao/rebar3_gpb_plugin,Erlang,2,1,0.164835165,9.527272727,0.436363636,1,0,1,0.333333333,1,1216,50,project
uncrustify/uncrustify,C++,6,1,0.140877718,37.66923077,1.607692308,1,0.401910581,0,0.666666667,1,232018,75,project
offirgolan/ember-light-table,JavaScript,7,1,0.23015165,12.02380952,8.095238095,1,0,0.96557377,0.819672131,0,12082,70,project
Homebrew/homebrew-core,Ruby,63,0,0.034732071,1425.688889,0.133333333,1,0.000144147,0,0.129032258,0,445114,55,project
JuliaPOMDP/POMDPModels.jl,Jupyter Notebook,4,1,0.649415693,6.333333333,0.433333333,1,0,1,0,1,2940,40,project
rythmengine/spring-rythm,Java,1,0,0.146148476,1.28,0.16,1,0,0.75,0,1,7338,20,project
facebookarchive/instagram-ruby-gem,Ruby,19,1,0.204278397,2.662650602,1.493975904,1,0.621826281,0.85326087,0,1,5282,50,project
kermitt2/grobid-quantities,JavaScript,4,1,0.089639665,10.37037037,1.759259259,1,0,0.923076923,0.134751773,0,327930,50,project
kubernetes/minikube,Go,13,1,0.106532187,227.4230769,7.596153846,1,0,0,0.187837838,1,195950,65,project
rianjs/ical.net,C#,3,0,0.110167606,8.875862069,2.062068966,1,0.428810131,0.953804348,0,0,95988,50,project
twitter/distributedlog,Java,12,1,0.223896574,2,0.760869565,1,0.318815331,1,0.230769231,0,169650,60,project
MarkusBernhardt/proxy-vole,Java,3,0,0.373230955,2.519230769,0.5,1,0.211322679,0.625,0,1,16652,30,project
rest-assured/rest-assured,Java,1,1,0.368385595,16.90598291,10.12820513,1,0.555617663,0.964912281,0,0,103130,50,project
USCDataScience/sparkler,Java,7,1,0.243782817,11.26086957,2.695652174,1,0.089484536,0.966666667,0.75,0,26212,80,project
janschultecom/docker-trifecta,Shell,2,0,0.058823529,0.944444444,0,1,0,1,0,0,64,5,project
pivotalservices/cf-mgmt,Go,2,0,0.009283029,16.46,3.76,1,0,0.989583333,0,0,76414,30,project
yandex/ClickHouse,C++,30,0,0.062550048,338.4964539,0,1,0.025276188,0,0.035950804,1,1847352,60,project
apache/johnzon,Java,4,1,0.072631697,10.33783784,0.864864865,1,0.47375546,0.819148936,0,0,214172,50,project
rapid7/le_java,Java,6,1,0.262423714,2.989795918,0.479591837,1,0.237882177,0.938271605,1,0,3384,60,project
booksbyus/zguide,PHP,55,1,0.179932101,22.36666667,2.108333333,1,0,1,0,0,186964,60,project
HearthSim/HSTracker,Swift,3,1,0.044017532,33.46875,14.328125,1,0.033233018,0.995402299,0,0,102510,40,project
cozy/cozy-stack,Go,5,0,0.036023363,166.8979592,2.489795918,1,0,0,0.764705882,1,378276,55,project
voxpupuli/puppet-nginx,Ruby,75,1,0.07657967,18.11711712,4.09009009,1,0.97472646,0.991530551,0.145833333,0,26890,80,project
apache/cordova-electron,JavaScript,3,0,0.106645338,2.952380952,0.920634921,1,0,0.985507246,0.75216263,1,26806,30,project
melvitax/DateHelper,Swift,7,0,0.106105513,2.163934426,0.885245902,1,0,0.973333333,0,1,3016,40,project
uber/uReplicator,Java,7,1,0.145170225,3.936170213,2.70212766,1,0.238278664,0.99122807,0,0,40124,70,project
workshopper/how-to-npm,JavaScript,5,1,0.01011378,3.681818182,1.121212121,1,0,0.949152542,0,0,3132,50,project
rssanders3/airflow-spark-operator-plugin,Python,3,0,0.179487179,1.384615385,0.307692308,1,0,0.571428571,0,0,1088,20,project
Jasonette/JASONETTE-Android,Java,2,0,0.111005762,11.09677419,5.612903226,1,0,0.957317073,0.931034483,0,24378,50,project
JohnOmernik/zetago,Shell,1,0,0.113612774,44.72222222,2.388888889,1,0,0.980392157,0,0,22204,40,project
apache/eagle,Java,14,1,0.200503712,22.34042553,21.38297872,1,0.23309927,0.988315482,0.131313131,1,609488,80,project
